,Academic Year,Mobility Duration,Field of Education,Participant Country,Education Level,Participant Gender,Fewer Opportunities,Participant Age,Sending Country,Sending City,Sending Organization,Receiving Country,Receiving City,Receiving Organization
599190,2017,288,Electronics and automation,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Turkey,Istanbul,Dogus University,Czech Republic,PILSEN,Západočeská univerzita v Plzni
542397,2022,60,Dental studies,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,26,Romania,Arad,-,Italy,Avellino,-
427,2021,133,Journalism and reporting,Austria,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Austria,Wien,FHWien GmbH,Spain,Sevilla,USE
160463,2016,139,Business and administration,Croatia,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Croatia,Zagreb,Zagrebacka skola ekonomije i managementa,Germany,REUTLINGEN,FACHHOCHSCHULE REUTLINGEN
207536,2022,90,Literature and linguistics,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,25,Germany,MAINZ,-,Poland,Warsaw,Goethe-Institut Warschau
604797,2017,140,Law,Turkey,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,22,Turkey,Istanbul,GALATASARAY UNIVERSITY,Belgium,LOUVAIN LA NEUVE,UNIVERSITE CATHOLIQUE DE LOUVAIN
563102,2017,126,Business and administration,Norway,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Norway,STAVANGER,UNIVERSITETET I STAVANGER,Belgium,LEUVEN,KATHOLIEKE UNIVERSITEIT LEUVEN
38719,2021,1,Architecture and construction,Ireland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,19,Ireland,WATERFORD,WIT,Denmark,Kbh. N.,KEA - Copenhagen School of Design and Technology
581152,2021,60,Personal services,Spain,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,No,18,France,MENDE,Lycée Notre Dame,Spain,Blanes,institut serrallarga
551931,2022,135,Psychology,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Germany,Konstanz,UNIVERSITAT KONSTANZ,United Kingdom,MANCHESTER,THE UNIVERSITY OF MANCHESTER
49002,2021,112,Management and administration,Cabo Verde,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,21,Portugal,BRAGANCA,IPB,Romania,GALATI,-
782134,2024,139,Business and administration,Ukraine,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,22,Germany,Frankfurt (Oder),EUV,Portugal,PORTO,U.PORTO
204701,2022,60,Political sciences and civics,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,1,20,Germany,FRIEDRICHSHAFEN,ZU,Greece,Florina,-
605029,2017,130,Languages,Turkey,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Turkey,Bingöl,Bingöl Üniversitesi,Poland,Piła,Panstwowa Wyzsza Szkola Zawodowa im. Stanislawa Staszica w Pile
284744,2018,153,Political sciences and civics,Netherlands,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,23,Netherlands,AMSTERDAM,UNIVERSITEIT VAN AMSTERDAM,France,Paris,Ambassade de Pays-Bas à Paris
486689,2017,121,Mechanics and metal trades,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,23,France,MULHOUSE,UNIVERSITE DE HAUTE ALSACE,Finland,TAMPERE,TTY-SAATIO
144605,2015,60,Secretarial and office work,France,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,Yes,21,France,FORT DE FRANCE,Lycée Général et Technologique Joseph GAILLARD,Spain,"Madrid, Espagne",ACULCO
362731,2022,120,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,21,Germany,INGOLSTADT,THI,Spain,Barcelona,NETRIVALS
503592,2018,142,Teacher training with subject specialization,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Spain,Huelva,Universidad de Huelva,Czech Republic,Usti nad Labem,UNIVERZITA JANA EVANGELISTY PURKYNE V USTI NAD LABEM
195642,2022,140,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Germany,Heide,Fachhochschule Westküste,Iceland,Seltjarnarnes,-
561853,2019,352,"Travel, tourism and leisure",Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Spain,CORDOBA,UNIVERSIDAD DE CORDOBA,Italy,FIRENZE,UNIVERSITA DEGLI STUDI DI FIRENZE
539909,2019,143,Psychology,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,19,Spain,VALENCIA,UNIVERSITAT DE VALENCIA,Portugal,Évora,UNIVERSIDADE DE EVORA
62312,2023,105,Languages,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,France,PARIS,ISIT,Germany,HEIDELBERG,UHEI
143911,2017,90,Health,France,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Male,No,42,Spain,Madrid,CEU-INSTITUTO SUPERIOR DE ESTUDIOS PROFESIONALES,France,Paris,IDEAL AUDITION
7280,2021,148,Earth sciences,Czechia,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Male,0,38,Czechia,Prague,CU,Ireland,Galway,University of Galway
235848,2015,143,Psychology,Portugal,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Portugal,LISBON,UNIVERSIDADE CATOLICA PORTUGUESA,Spain,Barcelona,Fundació Privada Universitat Abat Oliba CEU
494214,2023,124,Languages,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Italy,Roma,UNIVERSITA DEGLI STUDI ROMA TRE,Ireland,DUBLIN,NUID UCD
46749,2020,270,Architecture and town planning,Bangladesh,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,27,Estonia,TARTU,EESTI MAAULIKOOL,Netherlands,Utrecht,OKRA landschapsarchitecten bv
434497,2023,60,Architecture and town planning,Morocco,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,25,France,RENNES,ENSAB,Denmark,København S,-
65088,2021,149,Information and Communication Technologies (ICTs),Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,21,Germany,BERLIN,TECHNISCHE UNIVERSITAT BERLIN,Spain,BARCELONA,UNIVERSITAT DE BARCELONA
823366,2023,90,Medicine,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,24,Poland,WARSZAWA,MEDIZINISCHE UNIVERSITAET WIEN,Austria,INNSBRUCK,MUI
493299,2022,135,Food processing,Slovenia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,22,Slovenia,LJUBLJANA,UL,Croatia,ZAGREB,UNIVERSITY OF ZAGREB UNIZG
496942,2023,144,Chemical engineering and processes,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,20,Italy,MILANO,POLITECNICO DI MILANO,Czechia,PRAHA,VSCHT
612273,2022,119,Software and applications development and analysis,Romania,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Netherlands,Groningen,HANZEHOGESCHOOL GRONINGEN STICHTING,Finland,Rennes,Groupe Rennes School of Business
30437,2014,138,Biology,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,22,Germany,Berlin,Freie Universitaet Berlin,Sweden,Stockholm,STOCKHOLMS UNIVERSITET
43665,2021,120,Education science,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,27,Italy,FIRENZE,UNIVERSITA DEGLI STUDI DI FIRENZE,Spain,Bellaterra,CREAF (Ecological and Forestry Applications Research Centre)
101023,2022,108,"Travel, tourism and leisure",Poland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,22,Poland,Krakow,AWF im. Bronisława Czecha w Krakowie,Slovenia,KOPER,UP
620003,2018,119,Management and administration,China (People's Republic of),ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,23,Poland,GDANSK,POLITECHNIKA GDANSKA,Portugal,SETUBAL,INSTITUTO POLITECNICO DE SETUBAL
653874,2024,128,Business and administration,Sweden,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,25,Sweden,VAXJO,Linnéuniversitetet,Greece,ATHENS,AUEB-RC
570380,2022,227,Biochemistry,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Spain,GRANADA,UNIVERSIDAD DE GRANADA,Germany,JENA,Max Planck Institute for the Science of Human History (Max Planck Society)
281763,2015,178,Business and administration,Ireland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,24,United Kingdom,Southampton,Southampton Solent University,Ireland,Ringsakiddy,Pfizer
130659,2018,68,Audio-visual techniques and media production,Slovakia,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,No,24,Denmark,KOBENHAVN N,Copenhagen School of Design and Technology,Sweden,Lund,ZAGO AB
552391,2022,123,Law,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Germany,DUSSELDORF,HEINRICH-HEINE-UNIVERSITAET DUESSELDORF,United Kingdom,HULL,UNIVERSITY OF HULL
230550,2017,91,Law,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,Italy,NAPOLI,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.,Belgium,Bruxelles,CONSIGLIO NAZIONALE FORENSE - RAPPRESENTANZA DI BRUXELLES
848694,2023,90,Building and civil engineering,Türkiye,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,24,Türkiye,ISPARTA,SDU,Greece,Athina,-
33332,2014,155,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Germany,Vallendar,WHU - Otto Beisheim School of Management,Norway,OSLO,STIFTELSEN HANDELSHOYSKOLEN BI
303412,2021,268,Environmental sciences,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,United Kingdom,BRISTOL,UNIVERSITY OF BRISTOL,Spain,VALENCIA,UNIVERSITAT DE VALENCIA
545560,2018,159,History and archaeology,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,22,France,Nanterre,UNIVERSITE PARIS NANTERRE,Italy,Roma,UNIVERSITA DEGLI STUDI DI ROMA TOR VERGATA
893799,2024,147,Political sciences and civics,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Italy,PARMA,UNIVERSITA DEGLI STUDI DI PARMA,Portugal,PORTO,UNIVERSITATEA POLITEHNICA TIMISOARA
635102,2021,60,Veterinary,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Romania,TIMISOARA,"Universitatea de Stiintele Vietii ""Regele Mihai I"" din Timisoara",France,Vars,Clinic VPLUS Vars
431551,2022,118,Engineering and engineering trades,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,20,France,ORLEANS CEDEX 2,UORL,Cyprus,LEFKOSIA,FREDERICK UNIVERSITY
659444,2022,263,Language acquisition,United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,United Kingdom,ABERDEEN,THE UNIVERSITY COURT OF THE UNIVERSITY OF ABERDEEN,Spain,Granada,UNIVERSIDAD DE GRANADA
72799,2020,60,Marketing and advertising,Spain,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,No,20,Spain,MADRID,Colegio Nuestra Señora del Pilar,Malta,Sliema,Medasia Ltd
136672,2014,148,"Finance, banking and insurance",Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,-,24,Italy,TORINO,UNIVERSITA DEGLI STUDI DI TORINO,Belgium,Leuven,KATHOLIEKE UNIVERSITEIT LEUVEN
791429,2023,144,Architecture and town planning,Italy,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,21,Italy,UDINE,UNIVERSITA DEGLI STUDI DI UDINE,Spain,LEIOA,UPV/EHU
374622,2022,104,Physics,North Korea,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,29,Germany,ERLANGEN,FAU,Finland,KUOPIO,University of Eastern Finland (UEF)
109701,2021,254,Audio-visual techniques and media production,Czechia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,25,Austria,GRAZ,FH JOANNEUM GESELLSCHAFT MBH,Norway,Trondheim,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU
633396,2018,135,Social work and counselling,Hungary,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,Yes,21,Romania,ORADEA,Universitatea Crestina Partium,Slovenia,LJUBLJANA,UNIVERZA V LJUBLJANI
172846,2020,286,Architecture and town planning,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,23,France,Vaulx-en-Velin,Ecole Nationale Supérieure d'Architecture de Lyon,Czechia,PRAHA,CESKE VYSOKE UCENI TECHNICKE V PRAZE
114656,2016,113,Management and administration,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Spain,GETAFE (MADRID),UNIVERSIDAD CARLOS III DE MADRID,Germany,MANNHEIM,UNIVERSITAET MANNHEIM
110494,2014,254,Political sciences and civics,France,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,No,-1,France,PESSAC CEDEX,INSTITUT D'ETUDES POLITIQUES DE BORDEAUX,Italy,TORINO,UNIVERSITA DEGLI STUDI DI TORINO
526951,2015,105,Humanities (except languages),United Kingdom,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,United Kingdom,HATFIELD,THE UNIVERSITY OF HERTFORDSHIRE HIGHER EDUCATION CORPORATION,Spain,VALLADOLID,UNIVERSIDAD DE VALLADOLID
196517,2016,137,Law,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,24,Italy,FERRARA,UNIVERSITA DEGLI STUDI DI FERRARA,Poland,Krakow,UNIWERSYTET JAGIELLONSKI
304609,2018,90,Building and civil engineering,Poland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,24,Poland,OLSZTYN,UNIWERSYTET WARMINSKO MAZURSKI W OLSZTYNIE,Sweden,Vallentuna,BOB & SON BYGG AB
33066,2021,0,Language acquisition,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,22,France,Montpellier,Université Paul-Valéry Montpellier 3,Spain,MURCIA,UNIVERSIDAD DE MURCIA
222289,2021,271,Political sciences and civics,Ireland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,20,Ireland,GALWAY,"NATIONAL UNIVERSITY OF IRELAND, GALWAY",Finland,HELSINGIN YLIOPISTO,HELSINGIN YLIOPISTO
433474,2023,80,Electricity and energy,France,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,0,24,France,AIX EN PROVENCE,ENSAM,Belgium,Jumet,EKIUM Belgique
417963,2017,102,Education,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Germany,FREIBURG,Pädagogische Hochschule Freiburg,Ireland,Maynooth,NATIONAL UNIVERSITY OF IRELAND MAYNOOTH
251584,2016,108,Building and civil engineering,Poland,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,23,Poland,LUBLIN,POLITECHNIKA LUBELSKA,Netherlands,Haga,Suchorski Onderhoud
405462,2023,60,Business and administration,France,ISCED-5 - Short cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,0,19,France,CAMBRAI,LYCEE FENELON,Italy,PORTO SANT'ELPIDIO,-
341685,2022,130,Medicine,Austria,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,23,Austria,INNSBRUCK,MUI,Norway,TROMSO,UiT
488688,2016,108,Business and administration,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,-,24,Italy,BOLOGNA,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,France,ANGERS,Groupe ESSCA
154274,2014,365,"Motor vehicles, ships and aircraft",Latvia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,23,Latvia,RIGA,RIGAS TEHNISKA UNIVERSITATE,Estonia,Tallinn,Magnetic MRO
258836,2015,60,Education,Slovakia,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,22,Slovakia,Banská Bystrica,Univerzita Mateja Bela v Banskej Bystrici,Ireland,Dunlin,Three little Lambs childcare
438497,2016,149,Engineering and engineering trades,Russian Federation,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Finland,JYVASKYLA,JYVASKYLAN AMMATTIKORKEAKOULU,Netherlands,ROTTERDAM,STICHTING HOGESCHOOL ROTTERDAM
206581,2018,151,Chemical engineering and processes,China (People's Republic of),ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Female,No,26,France,SAINT ETIENNE DU ROUVRAY,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN,Finland,ABO,ABO AKADEMI
632184,2022,91,Medical diagnostic and treatment technology,Portugal,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Portugal,COIMBRA,INSTITUTO POLITECNICO DE COIMBRA,United Kingdom,Buckinghamshire,InHealth Group
496902,2022,77,Political sciences and civics,Slovakia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,0,24,Slovakia,BRATISLAVA,EUBA,Belgium,Brussels,-
251816,2018,187,Chemical engineering and processes,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,26,Italy,PISA,UNIVERSITA DI PISA,United Kingdom,BIRMINGHAM,THE UNIVERSITY OF BIRMIGHAM
833814,2024,102,Law,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,22,Spain,BARCELONA,URL,United Kingdom,Edinburgh,Edinburgh College
64298,2014,63,Arts,Spain,ISCED-5 - Short-cycle within the first cycle / Short-cycle tertiary education (EQF-5),Female,No,30,Spain,MURCIA,ESCUELA DE ARTE DE MURCIA,Latvia,Saldus novads,Artis Kleinbergs
282389,2020,141,History and archaeology,Sweden,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,22,Sweden,Stockholm,STOCKHOLMS UNIVERSITET,Italy,Roma,UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA
516979,2016,86,Economics,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,No,25,Netherlands,AMSTERDAM,UNIVERSITEIT VAN AMSTERDAM,France,Strasbourg Cedex,Council of Europe
682353,2019,123,Political sciences and civics,Brazil,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,19,Portugal,COIMBRA,UNIVERSIDADE DE COIMBRA,Poland,KRAKOW,UNIWERSYTET JAGIELLONSKI
15363,2022,5,Sociology and cultural studies,Türkiye,ISCED-8 - Third cycle / Doctoral or equivalent level (EQF-8),Female,1,33,Germany,MARBURG,UMR,Serbia,BELGRADE,-
47629,2021,91,Health,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,22,Germany,Münster,"Universität Münster, UM",Spain,Granada,UGR
143745,2020,101,Sports,Czechia,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,No,26,Czechia,Prague,UNIVERZITA KARLOVA,Portugal,Ferrel - Peniche,Surf Travel s.r.o. - Sucursal em Portugal
70478,2016,145,Social and behavioural sciences,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,23,Germany,Karlsruhe,Karlshochschule gemeinnützige GmbH,Lithuania,VILNIUS,Vilniaus universitetas
518837,2024,289,Pharmacy,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Male,1,22,Italy,FERRARA,Unife,Spain,VALENCIA,UVEG
58002,2020,273,Fine arts,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,20,Spain,GRANADA,UNIVERSIDAD DE GRANADA,Germany,WEIMAR,BAUHAUS-UNIVERSITAET WEIMAR
435021,2023,181,Biology,Italy,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,1,26,Italy,NAPOLI,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II.,Portugal,Matosinhos,-
820638,2024,114,Business and administration,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,0,21,Spain,BARCELONA,ESCI,France,CERGY PONTOISE CEDEX,-
70305,2016,93,Psychology,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,21,Germany,Heidelberg,RUPRECHT-KARLS-UNIVERSITAET HEIDELBERG,Ireland,Limerick,UNIVERSITY OF LIMERICK
120420,2014,144,Chemistry,Hungary,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,-,28,Hungary,Veszprém,PANNON EGYETEM,Czech Republic,Brno,VYSOKE UCENI TECHNICKE V BRNE
880750,2024,289,Accounting and taxation,Ireland,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,0,21,Ireland,DUBLIN,TU Dublin,Sweden,LINKOPING,LiU
169433,2016,124,Language acquisition,France,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Female,No,24,France,Tours,UNIVERSITE FRANCOIS RABELAIS DE TOURS,Italy,Verona,UNIVERSITA  DEGLI STUDI DI VERONA
32951,2014,140,Business and administration,Germany,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,22,Germany,Koblenz,Hochschule Koblenz,Czech Republic,PRAHA,VYSOKA SKOLA EKONOMIE A MANAGEMENTU OPS
374745,2015,271,Law,Spain,ISCED-6 - First cycle / Bachelor’s or equivalent level (EQF-6),Male,No,21,Spain,CORDOBA,UNIVERSIDAD DE CORDOBA,Italy,PERUGIA,UNIVERSITA DEGLI STUDI DI PERUGIA
361539,2022,120,Business and administration,Germany,ISCED-7 - Second cycle / Master’s or equivalent level (EQF-7),Female,1,22,Germany,Darmstadt,-,Poland,Warsaw,WUT
